"Ticker","Tot_Asset_M","Creation / Redemption Fee","Median_Mkt_Cap_M","Name","Domicile","Fund_Type","NAV","Expense_Ratio","Tot_Ret_1M","Tot_Ret_3M","Tot_Ret_6M","Tot_Ret_1Y","Tot_Ret_3Y","Mean_Ret_5Y_Ann","Sharpe_3Y","Std_Dev_1Y-M","Avg_Price_Cash_Flow","Back Load","Front End Load","Beta_3Y","Front Load","Avg_Dvd_Yield","History_Length","Ret_Vs_Idx_3Y","Alpha_3Y"
SUMULRG IN Equity,28420.332,,647338.875,SUNDARAM MULTI CAP FUND - RG,India,Open-End Fund,378.637,1.99,-0.167,2.137,14.032,-0.842,57.934,23.739,0.896,16.205,20.327,0,,0.909,0,0.818,9072,-6.984,-0.01
SUNBCRD IN Equity,33914.105,,3297528,SUNDARAM LARGE CAP FUND- RD,India,Open-End Fund,16.374,1.91,-0.018,0.011,7.361,-4.558,26.627,,0.256,11.585,17.487,,,0.607,,0.876,1780,-59.148,-0.426
SUNCAPG IN Equity,9617.378,,1428670,SUNDARAM INFRAST ADVANTA-RG,India,Open-End Fund,93.741,2.39,-0.831,1.116,17.359,-3.538,78.064,30.597,1.181,20.207,21.807,1,,0.888,0,0.868,7268,-1.936,0.239
SUNETDH IN Equity,13769.538,,,SUNDARAM ELSS TAX SAVE FD-DH,India,Open-End Fund,546.789,1.67,0.19,2.489,13.086,1.904,54.955,22.865,0.899,13.224,,0,,,0,,2906,,
SUNSMID IN Equity,125955.43,,335864,SUNDARAM MIDCAP FUND-RD,India,Open-End Fund,63.684,1.75,0.231,2.195,16.527,-7.34,71.467,27.907,0.964,22.468,33.848,1,,1.018,0,0.714,8428,-11.809,-0.248
SUSERRG IN Equity,43665.129,,1078097,SUNDARAM SERVICES FUND-RG,India,Open-End Fund,34.68,1.87,-1.355,1.307,15.163,6.417,63.159,26.836,1.056,15.334,,,,0.932,0,0.684,2528,23.903,0.53
SUSMARG IN Equity,33935.312,,145949.297,SUNDARAM SMALL CAP FUND - RG,India,Open-End Fund,253.238,1.94,-2.543,1.288,17.003,-3.198,72.849,32.86,1.093,20.651,,0,,0.733,0,0.564,7498,-13.974,0.263
SUSWLUL IN Equity,716.3,,,SUSTAINABLE WEALTH 50 INX-UL,India,Open-End Fund,9.876,,-2.423,-2.011,10.957,,,,,,,,,,,,222,,
SUTAXRG IN Equity,13769.538,,3313740,SUNDARAM ELSS TAX SAVER - RG,India,Open-End Fund,511.726,2.18,0.145,2.358,12.799,1.368,52.478,22.237,0.846,13.219,23.854,0,,0.847,0,0.925,10743,-2.159,0.127
TAALTBC IN Equity,2720.4,,,TATA AIA LIFE TAX BON CON FN,India,Open-End Fund,11.476,,0.752,5.876,,,,,,,,,,,,,148,,
TAAP152 IN Equity,13.5,,6654219,TATA AIA APEX PEN15 RETLOCK2,India,Open-End Pension,29.98,,0.114,0.712,3.559,4.242,21.287,7.032,-0.077,1.992,24.471,,,,,0.946,5717,,
TAAP202 IN Equity,4.4,,6654219,TATA AIA APEX PEN20 RETLOCK2,India,Open-End Pension,32.709,,-0.576,-0.714,4.091,3.289,25.954,9.069,0.416,3.837,28.657,,,,,0.97,5717,,
TAAP20L IN Equity,24.7,,6654219,TATA AIA APEX PEN20 RET LOCK,India,Open-End Pension,36.745,,-0.451,-0.609,4.697,4.48,27.688,9.496,0.515,3.937,30.945,,,,,1.06,5698,,
TAASRL1 IN Equity,0.04,,,TATA AIA APEX SUPREME RET LK,India,Open-End Fund,21.569,,-0.14,-0.401,-0.793,-1.583,-0.31,0.751,-16.825,0.016,,,,,,,5321,,
TABCYRG IN Equity,28981.73,,985584.625,TATA BUSINESS CYCLE - RG,India,Open-End Fund,18.546,1.91,-1.335,0.162,10.775,-6.597,68.847,,1.111,14.492,,0,,0.96,0,0.681,1476,14.21,0.323
TABQIDG IN Equity,471.56,,1390051,TATA BSE QUALI INDEX FN-DG,India,Open-End Fund,10.938,0.34,0.332,-1.2,,,,,,,49.267,,,,,1.369,141,,
TADVYRG IN Equity,9720.172,,1168264,TATA DIVIDEND YIELD FUND-RG,India,Open-End Fund,17.593,2.18,-1.543,-0.049,13.955,-5.185,57.413,,0.846,16.717,37.086,0,,0.998,,1.116,1553,2.776,0.052
TAFEQRG IN Equity,18247.275,,1433321,TATA FOCUSED FUND-REGLR GRWT,India,Open-End Fund,23.232,2.04,1.499,1.291,9.27,-4.504,54.176,21.968,0.782,13.7,,0,,0.93,0,1.077,2091,-0.461,0.039
TAIGPRE IN Equity,1244.1,,,TATA AIA GRP PREMIER EQY FD,India,Open-End Fund,25.268,,-0.996,3.612,13.896,2.336,68.881,23.209,1.238,14.08,,,,,,,2035,,
TAINTIG IN Equity,94.145,,1941263,TAURUS INFRASTRUCTURE-RG,India,Open-End Fund,66.3,2.48,-1.442,-0.376,13.859,-7.493,66.374,25.351,0.913,20.648,20.422,0,,0.903,0,1.185,6722,-13.626,-0.059
TALFGRF IN Equity,8943.5,,,TATA AIA LIFE FLEX GROW FUND,India,Open-End Fund,13.176,,0.036,5.613,19.333,4.783,,,,16.669,,,,,,,605,,
TALN50I IN Equity,5228.5,,,TATA AIA LIF NIF ALP 50 IND,India,Open-End Fund,8.38,,-3.479,0.513,13.981,,,,,,,,,,,,331,,
TALSUEF IN Equity,877.1,,,TATA AIA LIFE SUST EQUIT FND,India,Open-End Fund,15.92,,0.473,3.065,13.84,-0.912,,,,16.189,,,,,,,880,,
TAMCFRG IN Equity,33882.973,,1459893,TATA FLEXI CAP FUND-R G,India,Open-End Fund,24.144,1.9,-0.919,0.676,12.395,1.881,52.892,18.994,0.886,12.456,42.546,0,,0.803,0,1.048,2543,-0.7,0.222
TANFARD IN Equity,818.094,,2451835,TATA NIFTY AUTO INDEX FUN-RD,India,Open-End Fund,11.404,1.11,6.741,7.075,17.121,,,,,,41.547,0.25,,,0,1.156,356,,
TANGIRG IN Equity,798.751,,1211295,TATA N500 MLCP INFR 5-3-2-RG,India,Open-End Fund,10.43,1.1,-2.239,-1.335,13.337,-7.039,,,,19.411,18.487,,,,,0.999,484,,
TANMIRG IN Equity,1075.081,,622372.812,TATA NIF MIDC 150 IND FN-RG,India,Open-End Fund,10.018,1.05,-1.762,,,,,,,,29.822,,,,,0.741,63,,
TANMMDG IN Equity,9574.679,,793526.875,TATA NIFTY MID150 M 50 IN-DG,India,Open-End Fund,17.868,0.43,-1.39,-0.242,14.083,-8.208,,,,22.404,26.952,,,,,0.424,1031,,
TARBFRG IN Equity,172911.172,,1041873,TATA ARBITRAGE FUND-RG,India,Open-End Fund,14.497,1.08,0.482,1.565,3.364,6.785,22.44,5.596,-0.197,0.314,35.381,,,0.525,,0.851,2443,-1.597,0.249
TASCFRG IN Equity,115760.258,,106078,TATA SMALL CAP FUND-RG,India,Open-End Fund,39.576,1.66,-3.003,1.945,13.395,-6.342,78.348,34.603,1.232,20.938,33.055,,,0.708,,0.596,2479,-8.476,0.499
TATAGRG IN Equity,49842.25,,580840,TATA MID CAP FUND,India,Open-End Fund,426.764,1.85,-1.17,3.383,15.408,-3.783,72.475,27.844,1.092,17.562,30.551,1,,0.849,0,0.664,11380,-13.3,0.025
TATAPEG IN Equity,86079.305,,1186479,TATA VALUE FUND-GRWTH INR AC,India,Open-End Fund,338.271,1.77,-2.773,-0.8,10.115,-8.944,65.953,22.803,1.055,15.824,32.055,0,,1.089,0,1.816,7728,23.398,0.458
TATBKRG IN Equity,28948.889,,3112540,TATA BANK & FINANCIAL SER-RG,India,Open-End Fund,41.829,1.91,-3.693,-1.222,14.143,7.542,61.028,22.566,1.037,13.207,70.975,1,,0.951,0,0.597,3529,8.421,0.253
TATCSEQ IN Equity,35716.984,,901368.625,TATA ETHICAL FUND-RG,India,Open-End Fund,381.787,1.9,0.608,0.16,7.947,-11.322,37.191,19.228,0.414,15.417,21.927,1,,,0,1.403,10598,,
TATDIRG IN Equity,115010.109,,2602874,TATA DIGITAL INDIA FUND-RG,India,Open-End Fund,46.811,1.68,1.171,-0.904,-1.557,-9.132,47.448,24.057,0.446,18.385,21.265,0,,0.855,0,1.986,3529,13.983,0.425
TATEMOP IN Equity,21903.199,,,TATA AIA LIFE EMERGING OPP F,India,Open-End Fund,19.346,,-0.294,5.088,18.827,0.999,,,,18.901,,,,,,,971,,
TATEQOG IN Equity,87728.555,,768263.375,TATA EQUITY OPPORTUNITIES-RG,India,Open-End Fund,516.124,1.74,-2.691,0.22,10.994,-4.28,49.559,21.998,0.877,14.584,17.812,1,,,0,0.804,8184,,
TATICRG IN Equity,24823.527,,1006810,TATA INDIA CONSUMER FUND-RG,India,Open-End Fund,45.228,1.98,1.937,5.133,13.224,-1.558,64.787,22.758,0.935,17.95,57.811,0.25,,0.88,0,0.733,3529,3.832,0.314
TATINCO IN Equity,22114.5,,2309978,TATA AIA INDIA CONSUMPTION,India,Open-End Fund,62.18,,1.005,5.878,18.026,1.507,85.768,29.114,1.287,17.911,24.683,,,,,0.535,3656,,
TATINFG IN Equity,22238.982,,346457.187,TATA INFRASTRUCTURE -RG,India,Open-End Fund,167.99,2.07,-2.946,-0.933,13.846,-14.354,66.158,32.101,0.958,22.099,42.688,1,,0.607,0,0.774,7524,-30.715,0.34
TATLMMI IN Equity,5582,,,TATA AIA LIFE MIDCAP MOM IDX,India,Open-End Fund,9.499,,-1.482,0.078,14.158,-7.786,,,,22.533,,,,,,,435,,
TATLRIN IN Equity,6605.5,,,TATA AIA LIFE RISING INDIA F,India,Open-End Fund,11.852,,0.17,4.77,15.949,1.457,,,,16.186,,,,,,,514,,
TATLSCD IN Equity,14646.3,,,TATA AIA LIFE SMALL CAP DISC,India,Open-End Fund,18.737,,-1.037,5.604,19.745,5.481,,,,19.881,,,,,,,765,,
TATMUCA IN Equity,87272.102,,2309978,TATA AIA MULTI CAP FUND,India,Open-End Fund,63.996,,-0.613,4.136,14.093,-0.377,72.836,29.534,1.165,16.212,48.021,,,,,0.534,3656,,
TATNCRG IN Equity,3078.17,,425542.094,TATA NIFT CAP MKT IND FD-RG,India,Open-End Fund,11.595,1.12,-3.789,3.662,27.755,,,,,,98.076,,,,,1.031,301,,
TATNFDD IN Equity,810.234,,7352649,TATA NIFTY FINAN SER IND-DD,India,Open-End Fund,12.194,0.48,-3.018,-1.812,13.246,11.096,,,,11.467,,0.25,,,0,0.802,484,,
TATNIFA IN Equity,12936.041,,5001495,TATA INDEX FUND-NIFTY-RG,India,Open-End Fund,153.799,0.51,-0.366,-0.545,10.163,-0.609,42.92,19.078,0.608,13.083,23.656,0.25,,0.997,0,1.234,8213,-2.743,-0.051
TATNTRG IN Equity,908.209,,700582.812,TATA NIFTY REALTY INDEX-RG,India,Open-End Fund,9.098,1.11,-5.837,-5.393,7.661,-14.918,,,,26.215,48.857,,,,,0.328,484,,
TATPHRG IN Equity,13389.994,,647338.875,TATA IN PHARMA HEALTHCARE-RG,India,Open-End Fund,30.837,2.1,-0.455,4.648,13.255,2.309,91.309,21.564,1.177,18.058,32.567,0.25,,0.985,0,0.517,3529,-6.06,-0.127
TATRERG IN Equity,11840.138,,1111648,TATA RESOURCES & ENERGY-RG,India,Open-End Fund,44.665,2.12,-2.147,0.695,15.673,-2.933,60.622,25.241,0.892,18.293,15.327,0.25,,0.837,0,1.348,3529,7.512,0.35
TATSENA IN Equity,3956.39,,5923790,TATA BSE SENSEX INDEX FUND,India,Open-End Fund,203.008,0.57,-0.732,-1.091,8.863,-0.594,39.66,17.936,0.554,12.334,20.58,0.25,,0.997,0,1.173,8213,-2.895,-0.055
TATTAXS IN Equity,45950.363,,1534968,TATA ELSS FUND-REGULAR IDCW,India,Open-End Fund,97.055,1.82,-1.674,-0.515,10.658,-3.484,50.845,21.791,0.778,15.42,27.763,0,,0.961,0,0.966,10620,-3.792,0
TATTOFA IN Equity,26312.725,,3934228,TATA PURE EQUITY FUND-RG,India,Open-End Fund,493.444,2.01,-0.585,-0.945,8.955,-4.059,48.57,20.444,0.705,13.139,20.853,1,,0.955,0,1.058,9966,1.098,0.052
TATUFEP IN Equity,692.2,,3563555,TATA AIA FUT EQUITY PENSION,India,Open-End Pension,88.239,,-0.229,4.011,15.463,0.309,69.483,24.66,1.032,15.788,16.873,,,,,1.021,6414,,
TATUFGP IN Equity,42.6,,6654219,TATA AIA FUTU GROWTH PENSION,India,Open-End Pension,46.519,,-1.132,-0.805,5.449,5.976,36.248,11.81,1.019,5.574,25.131,,,,,1.05,6414,,
TATUFSE IN Equity,110.5,,634048.375,TATA AIA FUTU SELECT EQUITY,India,Open-End Fund,111.064,,1.176,2.102,12.064,-6.114,47.853,20.314,0.644,16.505,20.661,,,,,0.946,6169,,
TATUGRW IN Equity,1127,,5047294,TATA AIA GROWTH,India,Open-End Fund,137.29,,-0.561,1.431,9.49,2.303,55.061,19.724,1.043,11.947,131.985,,,,,1.091,7887,,
TATUINF IN Equity,197.9,,3081072,TATA AIA INFRASTRUCTURE FUND,India,Open-End Fund,53.646,,-1.936,0.737,17.508,-1.141,69.446,27.218,1.09,20.067,32.463,,,,,0.598,5794,,
TATUITF IN Equity,3632.6,,6654219,TATA AIA TOP 50 FUND,India,Open-End Fund,95.275,,-0.965,0.78,10.45,-0.834,58.277,22.411,0.954,13.861,22.317,,,0.949,,0.636,6071,15.493,0.415
TATUITT IN Equity,24846.6,,1125018,TATA AIA TOP 200 FUND,India,Open-End Fund,181.149,,0.043,4.93,16.284,3.307,83.881,30.361,1.33,16.26,23.099,,,,,0.457,6071,,
TATUPEF IN Equity,1284.1,,3563555,TATA AIA PENSION EQUITY FUND,India,Open-End Pension,215.704,,-1.978,3.033,13.249,2.699,73.619,25.164,1.236,14.989,31.394,,,,,0.736,7848,,
TATUSEP IN Equity,66.3,,580839.875,TATA AIA ULIP SUP SELECT PEN,India,Open-End Pension,76.004,,1.815,3.988,16.033,-1.714,52.174,20.918,0.689,18.173,33.221,,,0.866,,0.416,5714,10.802,0.337
TATUSSE IN Equity,13207.6,,632607.812,TATA AIA ULIP SUPER SELECT,India,Open-End Fund,80.607,,1.292,3.753,13.745,-3.956,53.22,20.885,0.721,17.603,29.794,,,0.862,,0.668,5794,11.848,0.364
TATUTEL IN Equity,10696.8,,6654219,TATA AIA EQUITY-LIFE,India,Open-End Fund,162.269,,-0.943,0.146,9.733,0.6,49.909,20.915,0.778,13.069,19.939,,,,,0.752,7848,,
TATUTGE IN Equity,0.8,,3958401,TATA AIA GROWTH ENABLER-LIFE,India,Open-End Fund,42.925,,-1.67,-0.425,7.043,5.621,37.767,13.615,0.826,6.995,,,,,,0.671,6526,,
TATUTGM IN Equity,19.4,,5047294,TATA AIA GWTH MAXIMIZER-LIFE,India,Open-End Fund,47.457,,-1.253,1.015,9.294,2.64,47.146,18.14,0.944,10.517,195.379,,,,,0.896,6526,,
TATUTLC IN Equity,26930.801,,6654219,TATA AIA LARGE CAP EQTY-LIFE,India,Open-End Fund,72.03,,-0.941,0.595,9.534,-1.862,57.199,23.539,0.906,13.796,22.871,,,0.992,,0.732,6442,14.414,0.336
TATUTSE IN Equity,1503.1,,580839.875,TATA AIA SELECT EQUITY FUND,India,Open-End Fund,122.973,,1.064,3.582,13.547,-3.528,56.517,21.844,0.815,16.906,21.462,,,,,0.802,6169,,
TATUWLA IN Equity,8921.1,,1651817,TATA AIA WHOLE LIFE AGG GWTH,India,Open-End Fund,97.926,,-1.103,1.478,12.852,7.724,69.648,21.536,1.37,12.602,28.725,,,,,0.834,6806,,
TATUWLE IN Equity,122842.398,,589606.812,TATA AIA WH LIFE MIDCAP EQTY,India,Open-End Fund,157.786,,-0.193,3.585,18.508,1.405,83.64,28.607,1.249,19.322,27.041,,,0.86,,0.401,6806,-2.135,0.181
TAUDISC IN Equity,1300.996,,507076.187,TAURUS MID CAP-IDCW,India,Open-End Fund,120.27,2.56,-1.579,1.008,17.108,-8.261,61.393,24.174,0.827,19.648,45.431,1,,0.992,0,0.776,11285,-21.884,-0.372
TAUETHG IN Equity,3204.769,,1026677,TAURUS ETHICAL FUND-RG,India,Open-End Fund,125.23,2.39,-0.39,-0.421,6.479,-10.294,46.519,18.882,0.643,16.159,17.178,1,,0.949,0,1.571,5980,8.569,0.289
TAULTAX IN Equity,784.099,,1553991,TAURUS ELSS TAX SAVER - RG,India,Open-End Fund,183.4,2.44,-1.53,-0.618,7.863,-1.936,64.043,20.208,1.131,12.401,45.31,0,,0.75,0,1.439,8850,13.063,0.537
TBKFSRG IN Equity,118.298,,3934228,TAURUS BANKING & FIN SERV-RG,India,Open-End Fund,52.55,2.43,-3.241,-2.559,12.575,4.101,48.656,21.745,0.82,12.89,,0.5,,0.923,0,1.01,4842,9.163,0.281
TEMIEIG IN Equity,23488.793,,1868967,FRANK IND DIVIDEND YLD FD-RG,India,Open-End Fund,134.844,2.09,-1.448,-2.362,3.798,-9.565,58.209,26.705,0.89,11.043,12.946,1,,0.82,0,2.993,7037,-11.769,0.105
TEMINDX IN Equity,7442.059,,5159110,FRANKLIN NSE NIFTY INDEX-RG,India,Open-End Fund,199.458,0.63,-0.376,-0.564,10.134,-0.45,42.674,18.955,0.606,13.034,23.649,0.25,,0.991,0,1.233,9147,-0.111,0.031
TEMPIGF IN Equity,22374.832,,1868967,TEMPLETON INDIA GROWTH-RG,India,Open-End Fund,704.108,2.04,-1.018,-0.894,9.015,-6.882,63.671,29.737,1.087,12.932,14.072,1,,0.907,0,1.473,10586,9.034,0.324
THOPPRG IN Equity,5462.428,,700582.812,TATA HOUSING OPPORTUNITY-RG,India,Open-End Fund,14.933,2.35,-3.299,1.032,12.516,-8.798,,,,18.739,,0,,,0,0.594,1083,,
TIGER IN Equity,54055.406,,392330.406,DSP TIGER-RG,India,Open-End Fund,308.493,1.85,-1.175,0.764,15.064,-9.505,99.41,35.778,1.318,21.517,27.468,1,,0.598,0,0.892,7744,2.537,0.803
TMULCRG IN Equity,31236.797,,985584.625,TATA MULTI CAP FUND - RG,India,Open-End Fund,14.048,1.86,-0.731,1.812,14.009,-6.727,,,,17.292,307.103,0,,,0,1.15,929,,
TN200RG IN Equity,2201.12,,1018913,TATA NIFTY 200ALP 30IND-RGGW,India,Open-End Fund,8.448,1.11,-1.075,2.191,15.104,,,,,,42.441,,,,,0.33,350,,
TNIFTYG IN Equity,58.065,,5001495,TAURUS NIFTY 50  INDEX FD-RG,India,Open-End Fund,47.053,1.07,-0.435,-0.676,9.954,-0.916,39.987,18.642,0.547,12.987,23.656,0.5,,0.86,0,1.234,5546,-14.65,-0.137
TNINTRI IN Equity,3254.43,,950941.375,TATA NIFTY INDIA TOU-REGIDCW,India,Open-End Fund,10.587,1.11,1.18,2.295,13.94,3.268,,,,21.168,25.069,,,,,0.255,394,,
TNMSHDG IN Equity,1610.425,,601543.5,TATA NFT MDSML HC IDX-DR GRT,India,Open-End Fund,12.955,0.5,-3.095,6.218,15.423,8.244,,,,19.462,41.464,,,,,0.361,484,,
TRMFXDG IN Equity,11196.511,,901368.625,TRUSTMF FLEXI CAP FD-DIR GRW,India,Open-End Fund,11.55,0.49,0.962,1.138,10,-0.688,,,,17.133,36.467,,,,,0.479,485,,
TRSFPRG IN Equity,20845.145,,985837.812,TATA-RETIRE SAVS-PROGRES-RG,India,Open-End Fund,64.439,2,-1.148,-0.292,11.039,-3.371,52.401,17.914,0.789,17.291,39.999,0,,0.914,0,0.981,5041,1.421,0.154
TRSMCRG IN Equity,10510.951,,210660.797,TRUSTMF SMALL CAP FUND -RG,India,Open-End Fund,10.27,2.15,0.785,5.01,16.705,,,,,,,,,,,0.265,295,,
TRUMCDG IN Equity,1840.426,,514529.906,TRUSTMF MULTI CAP FUND-DG,India,Open-End Fund,10.08,0.43,0.599,,,,,,,,35.478,,,,,0.384,33,,
TSTAR IN Equity,3557.092,,3313740,TAURUS FLEXI CAP-RG,India,Open-End Fund,220.61,2.64,-1.421,-1.491,7.431,-7.594,44.095,18.704,0.644,14.448,43.264,1,,0.96,0,1.394,11492,-9.497,-0.088
TTIIFDD IN Equity,17380.225,,832220.125,TATA INDIA INNOVATION FND-DD,India,Open-End Fund,9.969,0.52,1.95,4.016,13.133,,,,,,25.994,,,,,0.816,265,,
TTSBGRG IN Equity,2029.058,,3983147,TATA BSE SELT BUS GRP INX-RG,India,Open-End Fund,9.688,1.08,0.661,-1.285,10.66,,,,,,31.63,,,,,0.89,252,,
UBSEVRG IN Equity,5639.135,,1868967,UTI BSE LOW VOL INDEX-RG,India,Open-End Fund,16.535,0.91,0.188,0.483,9.211,-4.498,53.817,,0.763,13.775,25.549,0,,0.996,0,0.894,1269,-5.248,-0.09
UDBGEQF IN Equity,102.1,,11186000,AGEAS FED ULIP-GROUP EQY FD,India,Open-End Fund,25.007,,-0.665,-1.483,9.532,-0.957,43.415,19.711,0.637,13.184,20.737,,,0.961,,1.043,2801,-3.387,-0.017
UFOEQRG IN Equity,25901.961,,2776938,UTI FOCUSED REG-G,India,Open-End Fund,15.359,1.96,0.253,0.039,9.712,-4.122,49.264,,0.698,15.465,22.443,,,0.912,,0.949,1461,-6.902,-0.049
UFOLARG IN Equity,4527.457,,3963988,UNION FOCUSSED LARGECAP - RG,India,Open-End Fund,23.28,2.49,0.043,-0.043,10.227,-2.472,41.778,18.296,0.591,13.538,31.025,0,,0.918,0,0.908,3023,-7.739,-0.064
UINMCRG IN Equity,545.689,,622372.812,UTI NIF MIDCP 150 IND FN-RG,India,Open-End Fund,10.087,1.04,-1.752,0.662,14.513,,,,,,29.826,,,,,0.741,267,,
UMULCRG IN Equity,11653.592,,881111.312,UNION MULTICAP FUND - RG,India,Open-End Fund,15.67,2.18,-0.064,2.418,13.386,-2.307,,,,17.405,30.002,1,,,0,0.59,975,,
UNARBRG IN Equity,3059.85,,1499748,UNION ARBITRAGE FUND-RG,India,Open-End Fund,14.152,1.07,0.401,1.459,3.047,6.504,22.123,5.406,-0.376,0.373,,0.25,,0.589,0,0.851,2373,-1.914,0.204
UNBCYRG IN Equity,5702.87,,1331099,UNION BUSINESS CYCLE F-RE GR,India,Open-End Fund,11.03,2.36,0,1.193,11.302,-5.403,,,,16.382,35.794,,,,,0.651,533,,
UNFOCRG IN Equity,4216.718,,1061968,UNION FOCUSED FUND-RG,India,Open-End Fund,25.39,2.49,0.594,2.338,12.246,-0.898,42.881,19.497,0.603,15.828,47.206,1,,0.876,0,0.572,2206,-10.711,-0.069
UNIOPRD IN Equity,10151.174,,530567,UNION INNOV OPPUR FD-RP DG,India,Open-End Fund,14.15,2.19,2.092,6.072,16.461,1.071,,,,20.89,79.721,,,,,0.179,721,,
UNKBCEG IN Equity,23444.303,,1390051,UNION FLEXI CAP-G,India,Open-End Fund,50.48,2.01,-0.786,0.698,13.108,-1.078,51.911,21.559,0.8,16.15,25.422,1,,0.929,0,0.758,5185,2.394,0.148
UNKSMRG IN Equity,16816.062,,218243.5,UNION SMALL AND MIDCAP -RG,India,Open-End Fund,48.6,2.11,-0.164,5.675,18.508,-2.858,61.408,30.929,0.792,23.157,160.064,0,,0.902,0,0.39,4089,-24.615,-0.208
UNKTSRG IN Equity,9082.228,,1390051,UN ELSS TX SAVER-RG,India,Open-End Fund,64.65,2.27,0.015,2.262,13.961,-0.95,53.163,22.113,0.823,15.334,33.431,0,,0.91,0,0.836,4989,3.646,0.177
UNLRMRG IN Equity,8874.39,,985584.625,UNION LRG&MID CAP FUND-RG,India,Open-End Fund,25.53,2.26,0.472,2.902,14.742,-1.123,53.425,21.868,0.764,17.563,29.05,1,,0.909,0,0.663,2084,-12.551,-0.138
UNMCFDD IN Equity,15025.298,,647338.875,UNION MIDCAP FUND - DD,India,Open-End Fund,,0.69,,,,,,,,,28.003,,,,,0.547,,,
UNMFVDF IN Equity,3333.637,,1186479,UNION VALUE - REG-G,India,Open-End Fund,27.78,2.45,-1.559,0.652,13.203,-2.561,62.742,23.494,1.053,14.753,31.746,,,0.879,0,1.078,2450,9.15,0.327
UNMMQRG IN Equity,744.232,,627031.812,UTI NIF MS400 MOM QU100IF-RG,India,Open-End Fund,10.834,1.03,-2.845,-3.165,10.611,,,,,,33.969,,,,,0.819,190,,
UNV50RG IN Equity,5292.973,,1748426,UTI NIFTY 500 VALUE 50 IF-RG,India,Open-End Fund,18.745,1.08,-2.289,-1.435,11.245,-10.264,,,,18.499,12.366,,,,,2.474,838,,
USNSXRG IN Equity,2019.638,,5923790,UTI BSE SENSEX INDEX FUND,India,Open-End Fund,14.443,0.3,-0.705,-0.993,9.071,-0.265,40.961,,0.583,12.352,20.58,0,,0.999,0,1.173,1303,-1.595,-0.031
UTIAUTG IN Equity,35652.227,,2236295,UTI TRANSPORT & LOGISTIC-RG,India,Open-End Fund,279.423,1.93,5.69,9.125,21.597,0.289,81.932,28.126,0.978,18.462,29.866,1,,0.944,0,0.922,7331,-20.746,-0.226
UTIBANK IN Equity,13048.979,,3313740,UTI THEMATIC BANKING SECT-RG,India,Open-End Fund,184.462,2.17,-2.823,-1.673,13.386,7.752,54.01,24.043,0.898,13.5,21.289,1,,0.922,0,0.769,7331,1.403,0.134
UTIBASG IN Equity,21932.119,,3031847,UTI INFRASTRUCTURE FUND-RG,India,Open-End Fund,138.039,2.19,-2.265,-1.738,10.925,-7.339,70.549,28.051,1.125,17.242,15.927,1,,1.055,0,1.023,7331,21.032,0.429
UTIDIYG IN Equity,40399.074,,1499748,UTI DIVIDEND YIELD FUND-RG,India,Open-End Fund,174.804,2,-0.444,0.72,9.605,-5.333,70.215,22.895,1.038,14.234,15.684,1,,0.926,0,1.866,7392,15.578,0.302
UTIEQUG IN Equity,256854.422,,1499748,UTI FLEXI CAP-GROWTH,India,Open-End Fund,325.712,1.66,0.258,2.148,10.509,1.832,34.279,18.25,0.388,13.867,31.474,1,,0.822,0,0.661,12111,-20.358,-0.217
UTIETAG IN Equity,37318.109,,2236295,UTI ELSS TAX SAVER-G,India,Open-End Fund,203.295,1.88,-0.56,-0.707,9.838,-4.076,42.197,20.085,0.589,14.94,21.502,0,,0.941,0,0.974,7331,-8.783,-0.093
UTIGEDG IN Equity,3220.09,,,UTI GOLD ETF FOF-DG,India,Open-End Fund,19.452,0.18,2.012,4.885,15.225,38.381,,,,10.893,,1,,,0,,1031,,
UTIILSG IN Equity,6963.551,,1767390,UTI INDIA LIFESTYLE FUND-RG,India,Open-End Fund,58.833,2.45,4.115,4.46,12.871,-3.107,46.628,18.44,0.544,18.216,30.127,1,,0.923,0,0.882,6573,-8.009,-0.134
UTIMGNG IN Equity,48648.914,,793526.875,UTI LARGE & MID CAP REG-G,India,Open-End Fund,177.068,1.93,-0.896,0.695,12.101,-1.93,76.625,27.341,1.214,15.158,22.388,1,,0.946,0,1.179,7331,12.348,0.26
UTIMIDG IN Equity,118224.086,,549658.125,UTI MID CAP FUND-RG,India,Open-End Fund,299.166,1.76,-0.43,2.03,15.77,-5.615,57.963,26.231,0.786,20.023,27.581,1,,0.903,0,0.813,7331,-27.813,-0.341
UTIMNCG IN Equity,28354.469,,644236.812,UTI MNC FUND-RG,India,Open-End Fund,395.491,2.03,2.407,4.487,13.698,-3.969,40.975,15.62,0.486,15.718,89.879,1,,0.836,0,1.242,7331,-16.081,-0.051
UTIMSHG IN Equity,127200.508,,3934228,UTI LARGE CAP REG-G,India,Open-End Fund,272.748,1.75,0.334,0.235,9.003,-1.508,41.434,18.813,0.585,13.123,18.8,1,,0.905,0,1.098,7331,-8.083,-0.062
UTINARG IN Equity,800.073,,1627871,UTI NIFTY ALP LW VOL 30ID-RG,India,Open-End Fund,9.579,1.03,-0.254,-0.984,7.899,,,,,,27.546,,,,,0.93,267,,
UTINFRG IN Equity,8376.665,,275373.5,UTI INNOVATION FUND -RG,India,Open-End Fund,11.685,2.28,0.883,3.428,12.479,-10.579,,,,20.659,77.072,1,,,0,0.281,679,,
